Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-07-19,132.674,133.324,131.917,132.377,352100,0.0,0.0
2017-07-20,132.629,133.117,132.151,132.927,441600,0.0,0.0
2017-07-21,131.962,133.459,131.953,133.18,437400,0.0,0.0
2017-07-24,133.261,134.704,132.963,134.497,507400,0.0,0.0
2017-07-25,135.327,135.715,134.695,135.21,376300,0.0,0.0
2017-07-26,135.21,135.453,133.595,133.983,455800,0.0,0.0
2017-07-27,134.443,134.506,132.214,132.647,597700,0.0,0.0
2017-07-28,132.593,135.967,132.395,135.435,552900,0.0,0.0
2017-07-31,135.57,136.247,134.091,134.316,885400,0.0,0.0
2017-08-01,134.912,135.228,132.62,134.984,664800,0.0,0.0
2017-08-02,134.749,135.264,133.541,134.307,891500,0.0,0.0
2017-08-03,133.586,135.155,130.554,132.837,1157400,0.0,0.0
2017-08-04,133.676,135.192,132.602,135.002,562300,0.0,0.0
2017-08-07,134.641,135.634,134.307,134.948,649800,0.0,0.0
2017-08-08,134.822,135.155,134.488,135.02,860400,0.0,0.0
2017-08-09,134.768,135.237,134.479,134.641,1525600,0.0,0.0
2017-08-10,133.91,134.912,133.414,133.495,1022700,0.0,0.0
2017-08-11,134.244,135.047,133.883,134.551,584900,0.0,0.0
2017-08-14,134.939,136.77,133.586,136.509,530800,0.0,0.0
2017-08-15,136.698,137.131,135.958,136.112,662400,0.0,0.0
2017-08-16,136.229,136.455,135.192,135.336,802900,0.0,0.0
2017-08-17,135.173,135.48,133.559,133.568,665800,0.0,0.0
2017-08-18,133.279,135.21,133.053,133.919,571600,0.0,0.0
2017-08-21,134.091,135.174,133.757,134.362,455800,0.0,0.0
2017-08-22,134.425,135.516,134.172,134.867,1480200,0.0,0.0
2017-08-23,134.334,134.912,133.811,133.874,681200,0.0,0.0
2017-08-24,134.443,134.461,133.586,133.847,378100,0.0,0.0
2017-08-25,134.136,134.677,133.865,134.316,947000,0.0,0.0
2017-08-28,134.425,134.425,133.459,133.522,705700,0.0,0.0
2017-08-29,132.711,133.559,132.169,133.405,804400,0.0,0.0
2017-08-30,133.432,134.118,133.089,133.315,382400,0.0,0.0
2017-08-31,133.847,134.325,133.513,133.947,758000,0.0,0.0
2017-09-01,134.488,134.551,133.568,133.613,666200,0.0,0.0
2017-09-05,133.216,133.64,132.232,133.044,1170000,0.0,0.0
2017-09-06,133.297,133.784,132.765,133.18,865900,0.0,0.0
2017-09-07,133.189,134.659,132.981,133.396,1318400,0.0,0.0
2017-09-08,133.333,137.528,132.954,136.987,1380400,0.0,0.0
2017-09-11,137.131,138.259,136.337,136.707,1058700,0.0,0.0
2017-09-12,137.176,138.088,136.698,137.682,865500,0.0,0.0
2017-09-13,137.519,138.033,136.833,137.925,576000,0.0,0.0
2017-09-14,137.6,137.943,136.373,137.51,1338100,0.0,0.0
2017-09-15,137.312,138.755,136.806,138.16,1884600,0.0,0.0
2017-09-18,138.214,138.647,136.761,137.221,1157900,0.0,0.0
2017-09-19,137.573,137.898,136.87,136.987,784200,0.0,0.0
2017-09-20,137.384,137.799,136.752,137.501,812200,0.0,0.0
2017-09-21,137.402,137.673,136.509,136.563,308200,0.0,0.0
2017-09-22,136.527,137.925,136.482,137.772,989500,0.0,0.0
2017-09-25,137.492,138.909,137.149,138.503,647400,0.0,0.0
2017-09-26,138.927,140.866,138.484,139.711,1906700,0.0,0.0
2017-09-27,139.937,140.794,139.666,140.587,1105800,0.0,0.0
2017-09-28,140.279,140.94,139.618,140.795,554900,0.53,0.0
2017-09-29,140.804,141.048,139.22,139.618,566000,0.0,0.0
2017-10-02,139.781,140.876,138.758,140.759,669400,0.0,0.0
2017-10-03,140.378,140.967,140.125,140.215,624700,0.0,0.0
2017-10-04,140.369,140.369,139.129,140.043,522800,0.0,0.0
2017-10-05,140.279,140.831,139.482,140.541,413400,0.0,0.0
2017-10-06,141.021,141.519,140.215,140.333,554200,0.0,0.0
2017-10-09,140.424,140.722,139.772,140.025,399600,0.0,0.0
2017-10-10,140.288,141.238,139.808,141.175,542000,0.0,0.0
2017-10-11,141.093,141.329,140.505,141.184,635800,0.0,0.0
2017-10-12,141.184,142.107,140.949,141.609,649200,0.0,0.0
2017-10-13,141.89,142.886,141.41,142.66,972300,0.0,0.0
2017-10-16,143.139,144.081,141.6,143.891,625800,0.0,0.0
2017-10-17,144.126,144.479,143.158,143.882,734600,0.0,0.0
2017-10-18,144.027,144.986,143.565,144.66,543500,0.0,0.0
2017-10-19,144.027,145.991,143.8,145.9,467000,0.0,0.0
2017-10-20,146.588,147.611,146.19,147.394,484400,0.0,0.0
2017-10-23,147.992,148.987,147.204,148.48,626200,0.0,0.0
2017-10-24,148.553,148.987,147.34,147.811,985000,0.0,0.0
2017-10-25,147.711,148.345,146.788,147.774,762400,0.0,0.0
2017-10-26,148.462,148.743,145.846,147.394,505400,0.0,0.0
2017-10-27,146.942,146.951,144.887,146.308,537400,0.0,0.0
2017-10-30,145.547,146.824,145.013,145.756,705700,0.0,0.0
2017-10-31,145.348,146.235,145.348,145.819,615700,0.0,0.0
2017-11-01,146.199,147.557,144.751,145.665,931000,0.0,0.0
2017-11-02,148.852,149.368,142.207,142.56,1520100,0.0,0.0
2017-11-03,142.578,144.841,142.451,144.47,748700,0.0,0.0
2017-11-06,144.85,146.353,143.456,145.919,700100,0.0,0.0
2017-11-07,145.9,147.258,145.203,146.29,589900,0.0,0.0
2017-11-08,145.728,146.362,144.887,145.737,365300,0.0,0.0
2017-11-09,146.38,147.023,144.95,146.199,711000,0.0,0.0
2017-11-10,146.136,146.679,145.194,146.263,445700,0.0,0.0
2017-11-13,145.855,146.833,145.692,146.19,467500,0.0,0.0
2017-11-14,145.439,147.43,144.959,146.679,891800,0.0,0.0
2017-11-15,146.498,147.412,146.235,147.24,710400,0.0,0.0
2017-11-16,147.376,147.557,144.678,144.778,933600,0.0,0.0
2017-11-17,144.135,145.113,143.067,144.905,1735200,0.0,0.0
2017-11-20,144.615,145.149,143.836,144.742,1061700,0.0,0.0
2017-11-21,145.439,145.439,144.579,144.66,852900,0.0,0.0
2017-11-22,145.086,145.439,143.655,143.746,899600,0.0,0.0
2017-11-24,144.162,144.651,143.646,144.407,333900,0.0,0.0
2017-11-27,144.199,144.398,143.42,143.483,732000,0.0,0.0
2017-11-28,143.411,144.796,143.411,144.298,1207300,0.0,0.0
2017-11-29,144.805,145.756,143.927,143.999,755000,0.0,0.0
2017-11-30,144.66,146.0,143.375,145.565,944000,0.0,0.0
2017-12-01,145.584,146.67,143.049,146.607,1074900,0.0,0.0
2017-12-04,146.444,147.304,143.402,143.465,909200,0.0,0.0
2017-12-05,143.52,143.927,142.189,142.415,633500,0.0,0.0
2017-12-06,142.759,143.212,141.854,142.216,418600,0.0,0.0
2017-12-07,141.709,142.27,140.641,140.695,734000,0.0,0.0
2017-12-08,140.731,141.338,140.179,140.731,746500,0.0,0.0
2017-12-11,140.713,141.302,140.17,140.568,731900,0.0,0.0
2017-12-12,140.125,140.668,139.609,140.496,731100,0.0,0.0
2017-12-13,140.577,140.84,138.305,138.441,599800,0.0,0.0
2017-12-14,138.342,139.518,137.635,138.939,899000,0.0,0.0
2017-12-15,139.355,141.537,138.26,141.22,1417800,0.0,0.0
2017-12-18,141.673,141.899,138.885,139.917,770100,0.0,0.0
2017-12-19,140.505,140.559,138.984,139.546,612800,0.0,0.0
2017-12-20,139.482,139.871,138.405,138.613,746000,0.0,0.0
2017-12-21,139.292,139.5,137.472,137.934,587600,0.0,0.0
2017-12-22,138.179,138.369,137.047,137.364,482500,0.0,0.0
2017-12-26,137.454,137.952,137.3,137.482,233400,0.0,0.0
2017-12-27,137.563,138.124,137.002,137.273,347100,0.0,0.0
2017-12-28,137.646,137.782,136.846,137.528,347500,0.53,0.0
2017-12-29,137.755,138.363,136.874,136.892,402200,0.0,0.0
2018-01-02,142.188,142.188,133.04,133.531,817700,0.0,0.0
2018-01-03,133.104,136.21,132.45,136.029,771200,0.0,0.0
2018-01-04,136.274,138.627,136.092,137.41,800900,0.0,0.0
2018-01-05,137.873,138.7,137.219,138.291,646700,0.0,0.0
2018-01-08,137.655,138.027,136.937,137.546,632700,0.0,0.0
2018-01-09,138.118,139.354,137.773,137.927,560200,0.0,0.0
2018-01-10,137.573,140.689,137.419,139.544,1131200,0.0,0.0
2018-01-11,140.071,140.725,139.008,140.589,630500,0.0,0.0
2018-01-12,140.68,141.67,140.18,141.225,558100,0.0,0.0
2018-01-16,140.353,141.379,138.472,138.609,727300,0.0,0.0
2018-01-17,139.553,140.753,138.963,140.398,434100,0.0,0.0
2018-01-18,140.217,140.834,138.845,139.499,723200,0.0,0.0
2018-01-19,140.053,140.544,139.172,139.799,448400,0.0,0.0
2018-01-22,139.553,141.17,138.981,140.444,439100,0.0,0.0
2018-01-23,140.344,143.869,138.609,143.414,733600,0.0,0.0
2018-01-24,143.65,144.795,143.142,144.459,443700,0.0,0.0
2018-01-25,144.777,145.958,144.277,145.504,439200,0.0,0.0
2018-01-26,146.14,149.156,145.558,148.929,563700,0.0,0.0
2018-01-29,148.983,148.983,146.349,146.903,536900,0.0,0.0
2018-01-30,146.258,147.902,145.576,145.658,553400,0.0,0.0
2018-01-31,146.094,147.202,145.159,145.776,629200,0.0,0.0
2018-02-01,145.585,148.974,144.613,148.91,516000,0.0,0.0
2018-02-02,148.256,149.882,146.766,146.857,431300,0.0,0.0
2018-02-05,146.821,149.374,142.56,143.078,696400,0.0,0.0
2018-02-06,140.789,144.459,139.09,143.896,814100,0.0,0.0
2018-02-07,143.224,145.476,142.597,142.969,972900,0.0,0.0
2018-02-08,143.687,145.985,138.309,138.409,898900,0.0,0.0
2018-02-09,140.035,141.061,133.631,138.209,1034700,0.0,0.0
2018-02-12,139.254,141.416,138.336,140.035,564600,0.0,0.0
2018-02-13,139.299,141.779,138.727,141.089,446500,0.0,0.0
2018-02-14,140.28,144.941,139.681,144.668,672200,0.0,0.0
2018-02-15,145.249,146.376,144.096,145.004,321800,0.0,0.0
2018-02-16,144.613,146.022,143.76,144.65,446000,0.0,0.0
2018-02-20,144.577,146.031,144.332,145.031,642700,0.0,0.0
2018-02-21,144.895,145.704,143.069,143.142,428200,0.0,0.0
2018-02-22,143.759,145.713,141.616,142.197,412000,0.0,0.0
2018-02-23,142.606,145.522,142.406,145.313,342000,0.0,0.0
2018-02-26,145.504,146.603,145.14,146.449,341600,0.0,0.0
2018-02-27,146.848,148.12,145.758,146.267,585500,0.0,0.0
2018-02-28,146.558,147.748,143.405,143.442,667400,0.0,0.0
2018-03-01,143.887,144.977,140.244,140.798,424800,0.0,0.0
2018-03-02,140.171,141.052,138.718,140.734,598300,0.0,0.0
2018-03-05,139.971,143.342,139.535,142.551,397000,0.0,0.0
2018-03-06,142.733,143.732,141.452,143.015,376100,0.0,0.0
2018-03-07,142.224,144.632,142.224,144.305,467600,0.0,0.0
2018-03-08,144.45,145.268,143.678,144.959,566500,0.0,0.0
2018-03-09,145.722,149.147,144.441,149.11,490900,0.0,0.0
2018-03-12,148.547,149.337,147.321,148.038,315600,0.0,0.0
2018-03-13,148.547,149.337,146.885,147.52,399300,0.0,0.0
2018-03-14,148.193,148.347,146.412,146.739,316900,0.0,0.0
2018-03-15,148.265,148.974,146.676,147.421,336500,0.0,0.0
2018-03-16,147.421,148.974,146.031,147.893,742000,0.0,0.0
2018-03-19,147.484,147.984,144.205,144.604,733700,0.0,0.0
2018-03-20,145.34,145.74,144.613,144.931,789700,0.0,0.0
2018-03-21,145.277,145.585,143.614,143.669,554100,0.0,0.0
2018-03-22,142.742,144.123,140.407,140.498,480100,0.0,0.0
2018-03-23,141.061,142.651,137.491,137.637,492100,0.0,0.0
2018-03-26,138.282,140.198,136.855,140.026,776000,0.0,0.0
2018-03-27,139.935,140.562,136.828,137.519,619600,0.0,0.0
2018-03-28,137.19,140.109,136.524,137.984,682200,0.6,0.0
2018-03-29,138.622,140.109,138.248,138.805,615700,0.0,0.0
2018-04-02,138.951,139.087,133.998,135.886,640400,0.0,0.0
2018-04-03,136.287,136.853,133.898,135.184,606600,0.0,0.0
2018-04-04,133.496,136.114,133.177,135.85,608400,0.0,0.0
2018-04-05,136.506,138.622,135.321,135.439,479900,0.0,0.0
2018-04-06,134.746,135.658,132.384,133.296,501900,0.0,0.0
2018-04-09,133.205,135.348,132.922,133.159,528000,0.0,0.0
2018-04-10,133.952,135.229,133.597,134.089,577100,0.0,0.0
2018-04-11,133.159,134.655,132.539,134.098,530800,0.0,0.0
2018-04-12,134.527,135.767,134.025,134.883,510800,0.0,0.0
2018-04-13,136.725,137.564,136.151,136.88,608900,0.0,0.0
2018-04-16,137.126,140.483,130.122,138.741,659700,0.0,0.0
2018-04-17,139.407,140.82,139.124,139.489,522500,0.0,0.0
2018-04-18,140.282,140.583,139.124,139.233,398000,0.0,0.0
2018-04-19,139.133,141.085,137.71,139.261,479600,0.0,0.0
2018-04-20,139.607,139.899,137.336,138.093,512300,0.0,0.0
2018-04-23,138.175,139.188,136.962,137.774,486900,0.0,0.0
2018-04-24,138.285,139.096,135.622,136.47,433500,0.0,0.0
2018-04-25,136.068,136.725,134.764,136.214,476700,0.0,0.0
2018-04-26,136.515,137.883,134.272,136.762,400400,0.0,0.0
2018-04-27,136.652,138.066,136.023,137.491,469100,0.0,0.0
2018-04-30,137.619,137.728,135.394,135.448,517200,0.0,0.0
2018-05-01,134.865,135.567,133.879,135.485,560200,0.0,0.0
2018-05-02,135.622,135.831,133.287,133.697,650600,0.0,0.0
2018-05-03,132.977,134.582,131.645,134.491,602200,0.0,0.0
2018-05-04,133.916,136.406,133.141,135.813,640200,0.0,0.0
2018-05-07,135.476,139.981,132.767,138.011,848500,0.0,0.0
2018-05-08,138.212,140.209,136.789,139.853,917300,0.0,0.0
2018-05-09,140.337,140.337,136.743,138.823,1165000,0.0,0.0
2018-05-10,139.479,142.106,138.266,141.933,679400,0.0,0.0
2018-05-11,141.568,142.398,140.492,141.705,638600,0.0,0.0
2018-05-14,142.197,143.155,140.027,140.838,820900,0.0,0.0
2018-05-15,140.683,142.243,140.018,140.41,1125000,0.0,0.0
2018-05-16,140.793,141.714,138.914,139.762,647800,0.0,0.0
2018-05-17,139.872,141.203,138.422,140.583,332100,0.0,0.0
2018-05-18,140.309,141.203,139.671,140.738,432900,0.0,0.0
2018-05-21,141.34,142.827,140.693,141.933,274300,0.0,0.0
2018-05-22,142.289,143.255,141.513,142.17,395200,0.0,0.0
2018-05-23,141.65,143.009,141.623,142.945,542400,0.0,0.0
2018-05-24,142.489,142.945,140.063,142.79,603000,0.0,0.0
2018-05-25,142.435,143.283,141.24,141.605,363900,0.0,0.0
2018-05-29,139.963,140.455,136.98,137.491,701300,0.0,0.0
2018-05-30,138.221,140.264,138.184,139.452,809800,0.0,0.0
2018-05-31,139.397,139.507,137.537,137.856,1003200,0.0,0.0
2018-06-01,138.786,139.936,137.984,138.376,579100,0.0,0.0
2018-06-04,138.577,139.598,137.956,139.297,346800,0.0,0.0
2018-06-05,139.142,139.945,138.577,139.671,403600,0.0,0.0
2018-06-06,139.589,141.422,138.741,141.285,429600,0.0,0.0
2018-06-07,141.823,142.371,140.984,142.179,435500,0.0,0.0
2018-06-08,142.352,144.286,138.723,144.222,502000,0.0,0.0
2018-06-11,144.523,144.523,142.881,143.657,302100,0.0,0.0
2018-06-12,143.702,144.222,142.881,143.438,425900,0.0,0.0
2018-06-13,143.693,144.523,142.343,143.192,341900,0.0,0.0
2018-06-14,143.876,143.876,142.015,142.316,424200,0.0,0.0
2018-06-15,140.62,141.586,138.449,141.258,917400,0.0,0.0
2018-06-18,141.13,141.769,140.255,141.349,488600,0.0,0.0
2018-06-19,140.227,141.294,139.954,140.419,529300,0.0,0.0
2018-06-20,140.519,142.462,139.799,139.954,603500,0.0,0.0
2018-06-21,139.653,140.018,138.577,138.996,429500,0.0,0.0
2018-06-22,139.479,140.975,139.397,140.601,702800,0.0,0.0
2018-06-25,140.282,140.884,139.06,140.054,546100,0.0,0.0
2018-06-26,139.844,141.568,138.668,139.023,388400,0.0,0.0
2018-06-27,138.896,140.091,136.962,137.108,585500,0.0,0.0
2018-06-28,137.154,139.049,136.357,138.582,395400,0.6,0.0
2018-06-29,138.921,140.277,138.592,138.821,493600,0.0,0.0
2018-07-02,137.813,139.571,137.813,139.306,347900,0.0,0.0
2018-07-03,139.388,140.789,137.667,139.462,181100,0.0,0.0
2018-07-05,140.002,140.954,137.236,140.89,353900,0.0,0.0
2018-07-06,140.881,143.344,140.734,142.786,496700,0.0,0.0
2018-07-09,143.472,145.34,142.08,145.322,390500,0.0,0.0
2018-07-10,145.597,145.679,144.278,144.608,350600,0.0,0.0
2018-07-11,143.985,144.782,140.029,143.683,333500,0.0,0.0
2018-07-12,143.875,145.075,143.445,144.397,475100,0.0,0.0
2018-07-13,144.553,145.084,143.775,144.718,415400,0.0,0.0
2018-07-16,144.553,144.782,143.765,144.278,460900,0.0,0.0
2018-07-17,144.077,144.773,143.683,144.013,636200,0.0,0.0
2018-07-18,144.342,145.523,143.793,145.395,791500,0.0,0.0
2018-07-19,145.432,145.698,143.994,145.45,548800,0.0,0.0
2018-07-20,145.368,146.512,144.058,146.164,385800,0.0,0.0
2018-07-23,145.981,147.089,145.78,147.053,312600,0.0,0.0
2018-07-24,147.153,148.28,146.686,147.849,427900,0.0,0.0
2018-07-25,147.538,149.36,147.446,149.296,294800,0.0,0.0
2018-07-26,149.507,149.516,148.014,148.545,529400,0.0,0.0
2018-07-27,149.04,149.168,146.732,147.08,359300,0.0,0.0
2018-07-30,146.622,147.538,145.926,146.11,394400,0.0,0.0
2018-07-31,146.925,148.344,145.707,145.981,591800,0.0,0.0
2018-08-01,145.752,148.564,145.313,145.734,591700,0.0,0.0
2018-08-02,138.271,140.588,132.667,133.445,2051900,0.0,0.0
2018-08-03,138.271,138.271,131.944,136.275,800700,0.0,0.0
2018-08-06,136.11,137.172,135.094,136.806,629600,0.0,0.0
2018-08-07,137.337,138.811,136.788,138.418,699800,0.0,0.0
2018-08-08,138.326,139.352,137.355,138.747,421900,0.0,0.0
2018-08-09,138.555,139.553,138.436,138.83,425900,0.0,0.0
2018-08-10,138.006,138.335,136.669,137.108,506800,0.0,0.0
2018-08-13,137.465,138.482,135.185,135.478,663300,0.0,0.0
2018-08-14,135.707,136.183,133.528,134.727,727300,0.0,0.0
2018-08-15,134.05,136.229,133.235,135.707,495100,0.0,0.0
